2017-01-11 13:36:50,157 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@548a9f61: startup date [Wed Jan 11 13:36:50 EST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-01-11 13:36:51,218 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\lfallon\mydownloads\apache-activemq-5.14.3-bin\apache-activemq-5.14.3\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2017-01-11 13:36:52,157 | INFO  | PListStore:[C:\Users\lfallon\mydownloads\apache-activemq-5.14.3-bin\apache-activemq-5.14.3\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-01-11 13:36:52,314 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:LAKE-4FDLFB2-51042-1484159812168-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-01-11 13:36:52,339 | INFO  | Listening for connections at: tcp://LAKE-4FDLFB2:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-01-11 13:36:52,341 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2017-01-11 13:36:52,345 | INFO  | Listening for connections at: amqp://LAKE-4FDLFB2:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-01-11 13:36:52,347 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2017-01-11 13:36:52,350 | INFO  | Listening for connections at: stomp://LAKE-4FDLFB2:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-01-11 13:36:52,352 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2017-01-11 13:36:52,355 | INFO  | Listening for connections at: mqtt://LAKE-4FDLFB2:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-01-11 13:36:52,357 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2017-01-11 13:36:52,508 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@3406472c{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2017-01-11 13:36:52,622 | INFO  | Listening for connections at ws://LAKE-4FDLFB2:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2017-01-11 13:36:52,622 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2017-01-11 13:36:52,623 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:LAKE-4FDLFB2-51042-1484159812168-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-01-11 13:36:52,624 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
